コード,銘柄名,市場,業種,規模,終値,平均売買代金(百万円),テクニカル一致数,候補根拠,株価基準日,取得日時
2060,フィード・ワン,プライム（内国株式）,食料品,TOPIX Small 2,1454.0,147.6018,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.251577+09:00
206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,グロース（内国株式）,医薬品,-,167.0,17.360085,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.254091+09:00
208A,構造計画研究所ホールディングス,スタンダード（内国株式）,情報・通信業,-,2889.0,23.49678,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.257026+09:00
2108,日本甜菜製糖,プライム（内国株式）,食料品,TOPIX Small 2,5230.0,216.0136,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:22.259631+09:00
2109,ＤＭ三井製糖,プライム（内国株式）,食料品,TOPIX Small 1,3845.0,209.612925,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.262605+09:00
2112,塩水港精糖,スタンダード（内国株式）,食料品,-,462.0,15.665995,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.267368+09:00
2114,フジ日本,スタンダード（内国株式）,食料品,-,673.0,12.7862,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.270593+09:00
2117,ウェルネオシュガー,プライム（内国株式）,食料品,TOPIX Small 2,2839.0,63.40841,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.274104+09:00
211A,カドス・コーポレーション,スタンダード（内国株式）,建設業,-,3280.0,13.7625,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:22.277546+09:00
2120,ＬＩＦＵＬＬ,プライム（内国株式）,サービス業,TOPIX Small 2,240.0,217.19503,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.283451+09:00
2121,ＭＩＸＩ,プライム（内国株式）,情報・通信業,TOPIX Small 1,3825.0,1380.059975,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.288496+09:00
2122,インタースペース,スタンダード（内国株式）,サービス業,-,1451.0,10.69695,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.291680+09:00
2124,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,TOPIX Small 1,1028.0,476.266695,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.294673+09:00
2127,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,サービス業,TOPIX Mid400,640.0,2543.1954689144895,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.298731+09:00
212A,フィットイージー,プライム（内国株式）,サービス業,TOPIX Small 2,2832.0,443.32286,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.302759+09:00
2130,メンバーズ,プライム（内国株式）,サービス業,TOPIX Small 2,925.0,55.26853,1,株価が25日線より上,2026-09-24,2026-09-24T20:36:22.305633+09:00
2134,北浜キャピタルパートナーズ,スタンダード（内国株式）,サービス業,-,17.0,35.391465,0,,2026-09-24,2026-09-24T20:36:22.308850+09:00
2138,クルーズ,スタンダード（内国株式）,情報・通信業,-,421.0,10.055385,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.316518+09:00
2146,ＵＴグループ,プライム（内国株式）,サービス業,TOPIX Small 1,239.0,1114.517325,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.322154+09:00
2148,アイティメディア,プライム（内国株式）,サービス業,TOPIX Small 2,1152.0,48.60803,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.325141+09:00
2153,Ｅ・Ｊホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2,1890.0,100.81647,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.332929+09:00
2154,オープンアップグループ,プライム（内国株式）,サービス業,TOPIX Small 1,2024.0,292.139265,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.336124+09:00
2157,コシダカホールディングス,プライム（内国株式）,サービス業,TOPIX Small 1,999.0,1078.4273408435058,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.341294+09:00
2158,ＦＲＯＮＴＥＯ,グロース（内国株式）,サービス業,-,655.0,110.53226,3,株価が25日線より上／25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.344116+09:00
215A,タイミー,グロース（内国株式）,サービス業,-,1348.0,3690.66487,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.347419+09:00
2160,ジーエヌアイグループ,グロース（内国株式）,医薬品,-,3395.0,3184.958715,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.351245+09:00
2163,アルトナー,プライム（内国株式）,サービス業,-,953.0,37.536345,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:22.354331+09:00
2164,地域新聞社,スタンダード（内国株式）,サービス業,-,112.0,24.202305,0,,2026-09-24,2026-09-24T20:36:22.357305+09:00
2168,パソナグループ,プライム（内国株式）,サービス業,TOPIX Small 1,1558.0,263.68283,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:22.360399+09:00
2170,リンクアンドモチベーション,プライム（内国株式）,サービス業,TOPIX Small 2,690.0,252.14606,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.367277+09:00
2175,エス・エム・エス,プライム（内国株式）,サービス業,TOPIX Small 1,2652.0,1087.16578,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.372728+09:00
2181,パーソルホールディングス,プライム（内国株式）,サービス業,TOPIX Mid400,292.79998779296875,3128.8380195199584,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.382180+09:00
2186,ソーバル,スタンダード（内国株式）,サービス業,-,896.0,12.095842966918946,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:22.391371+09:00
218A,Ｌｉｂｅｒａｗａｒｅ,グロース（内国株式）,精密機器,-,1031.0,379.40272,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:22.394367+09:00
2193,クックパッド,スタンダード（内国株式）,サービス業,TOPIX Small 2,128.0,29.08237,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.397819+09:00
2195,アミタホールディングス,グロース（内国株式）,サービス業,-,376.0,42.6982,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.401570+09:00
2198,アイ・ケイ・ケイホールディングス,プライム（内国株式）,サービス業,-,774.0,18.947645,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:22.404656+09:00
219A,Ｈｅａｒｔｓｅｅｄ,グロース（内国株式）,医薬品,-,2710.0,1299.74495,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:22.407001+09:00
2201,森永製菓,プライム（内国株式）,食料品,TOPIX Mid400,2468.5,817.9632,0,,2026-09-24,2026-09-24T20:36:24.368427+09:00
2204,中村屋,スタンダード（内国株式）,食料品,TOPIX Small 2,3105.0,28.0365,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:24.371773+09:00
2206,江崎グリコ,プライム（内国株式）,食料品,TOPIX Mid400,5015.0,862.915575,0,,2026-09-24,2026-09-24T20:36:24.374957+09:00
2207,ｍｅｉｔｏ,プライム（内国株式）,食料品,TOPIX Small 2,3415.0,173.8448,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.378757+09:00
2208,ブルボン,スタンダード（内国株式）,食料品,-,3160.0,12.80825,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.381868+09:00
2209,井村屋グループ,プライム（内国株式）,食料品,TOPIX Small 2,2355.0,54.790455,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.385155+09:00
2211,不二家,プライム（内国株式）,食料品,TOPIX Small 2,2504.0,64.498035,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.393135+09:00
2212,山崎製パン,プライム（内国株式）,食料品,TOPIX Mid400,3571.0,2512.7506,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.396392+09:00
2216,カンロ,スタンダード（内国株式）,食料品,-,1100.0,66.745135,1,株価が25日線より上,2026-09-24,2026-09-24T20:36:24.403513+09:00
2217,モロゾフ,プライム（内国株式）,食料品,TOPIX Small 2,1497.0,44.34069,1,株価が25日線より上,2026-09-24,2026-09-24T20:36:24.407413+09:00
2220,亀田製菓,プライム（内国株式）,食料品,TOPIX Small 1,1303.0,386.32562,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.413820+09:00
2222,寿スピリッツ,プライム（内国株式）,食料品,TOPIX Mid400,2634.5,1669.379825,2,株価が25日線より上／25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.421563+09:00
2226,湖池屋,スタンダード（内国株式）,食料品,-,4870.0,15.52325,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.429568+09:00
2229,カルビー,プライム（内国株式）,食料品,TOPIX Mid400,3037.0,731.287325,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.433577+09:00
2264,森永乳業,プライム（内国株式）,食料品,TOPIX Mid400,1129.5,2067.3964325,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:24.437213+09:00
2266,六甲バター,プライム（内国株式）,食料品,TOPIX Small 2,1102.0,114.39243,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.442459+09:00
2267,ヤクルト本社,プライム（内国株式）,食料品,TOPIX Mid400,2803.0,2906.989805,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.449683+09:00
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,食料品,-,4045.0,22.385575,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:24.455162+09:00
2269,明治ホールディングス,プライム（内国株式）,食料品,TOPIX Mid400,4293.0,4484.400535,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.461590+09:00
2270,雪印メグミルク,プライム（内国株式）,食料品,TOPIX Small 1,3650.0,559.9488,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.466207+09:00
2281,プリマハム,プライム（内国株式）,食料品,TOPIX Small 1,2389.0,424.754685,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.472080+09:00
2282,日本ハム,プライム（内国株式）,食料品,TOPIX Mid400,6039.0,3332.345025,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.478036+09:00
2286,林兼産業,スタンダード（内国株式）,食料品,-,902.0,21.64042,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.482058+09:00
2288,丸大食品,プライム（内国株式）,食料品,TOPIX Small 2,2271.0,319.202215,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.485514+09:00
2292,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,食料品,TOPIX Small 1,2732.0,647.9651616394043,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.499711+09:00
2294,柿安本店,プライム（内国株式）,食料品,TOPIX Small 2,2506.0,48.82707,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.505169+09:00
2296,伊藤ハム米久ホールディングス,プライム（内国株式）,食料品,TOPIX Small 1,5010.0,578.667275,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.509304+09:00
2301,学情,プライム（内国株式）,サービス業,TOPIX Small 2,1741.0,169.624375,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.515888+09:00
2303,ドーン,スタンダード（内国株式）,情報・通信業,-,1354.0,20.114675,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.518534+09:00
2305,スタジオアリス,スタンダード（内国株式）,サービス業,TOPIX Small 2,1869.0,91.858415,1,前日より出来高増加,2026-09-24,2026-09-24T20:36:24.523932+09:00
2307,クロスキャット,プライム（内国株式）,情報・通信業,TOPIX Small 2,1060.0,44.865335,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.527654+09:00
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,情報・通信業,-,67.0,345.16027,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.531953+09:00
2317,システナ,プライム（内国株式）,情報・通信業,TOPIX Small 1,437.0,417.877135,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:36:24.533927+09:00
2321,ソフトフロントホールディングス,グロース（内国株式）,情報・通信業,-,140.0,222.01419,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.535885+09:00
2323,ｆｏｎｆｕｎ,スタンダード（内国株式）,情報・通信業,-,366.0,19.92965,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:36:24.537884+09:00
2325,ＮＪＳ,プライム（内国株式）,サービス業,TOPIX Small 2,4595.0,109.369225,1,25日線が75日線より上,2026-09-24,2026-09-24T20:36:24.540567+09:00
